"David Asman  @LouDobbs @GreggJarrett   Really bad stuff!",
"WALL Hard to believe Obstructionists May vote against Mike Pompeo for Secretary of State.",
"The Dems will not approve hundreds of good people including the Ambassador to Germany.",
"They are maxing out the time on approval process for all never happened before.",
"Need more Republicans!",
"....non-existent "sources" and a drunk/drugged up loser who hates Michael a fine person with a wonderful family.",
"Michael is a businessman for his own account/lawyer who I have always liked &amp; respected.",
"Most people will flip if the Government lets them out of trouble even if.... ....non-existent "sources" and a drunk/drugged up loser who hates Michael a fine person with a wonderful family.",
"Michael is a businessman for his own account/lawyer who I have always liked &amp; respected.",
"Most people will flip if the Government lets them out of trouble even if.... Can you believe that despite 93% bad stories from the Fake News Media (should be getting good stories) today we had just about our highest Poll Numbers including those on Election Day?",
"The American public is wise to the phony an dishonest press.",
"Make America Great Again!",
"...Hopefully the Senate will not leave Washington until our Ambassadors Judges and the people who make Washington work are approved.",
"The Democrats are Obstructing the process and we need these people approved for the good of our Country!",
"While Japan and South Korea would like us to go back into TPP I don't like the deal for the United States.",
"Too many contingencies and no way to get out if it doesn't work.",
"Bilateral deals are far more efficient profitable and better for OUR workers.",
"Look how bad WTO is to U.S. States and Cities throughout our Country are being cheated and treated so badly by online retailers.",
"Very unfair to traditional tax paying stores!",
"RT @WhiteHouse: Syrian President Bashar al-Assad's April 7 attack on innocent civilians violated international law the Chemical Weapons Co... Slippery James Comey a man who always ends up badly and out of whack (he is not smart!)",
"will go down as the WORST FBI Director in history by far!",
"The big questions in Comey's badly reviewed book aren't answered like how come he gave up Classified Information (jail) why did he lie to Congress (jail) why did the DNC refuse to give Server to the FBI (why didn't they TAKE it) why the phony memos McCabe's $700000 &amp; more?",
"Much of the bad blood with Russia is caused by the Fake &amp; Corrupt Russia Investigation headed up by the all Democrat loyalists or people that worked for Obama.",
"Mueller is most conflicted of all (except Rosenstein who signed FISA &amp; Comey letter).",
"No Collusion so they go crazy!",
"Russia vows to shoot down any and all missiles fired at Syria.",
"Get ready Russia  because they will be coming nice and new and "smart!"",
"You shouldn't be partners with a Gas Killing Animal who kills his people and enjoys it!",
"....doing things that nobody thought possible despite the never ending and corrupt Russia Investigation which takes tremendous time and focus.",
"No Collusion or Obstruction (other than I fight back) so now they do the Unthinkable and RAID a lawyers office for information!",
"BAD!",
"If President Obama had crossed his stated Red Line In The Sand the Syrian disaster would have ended long ago!",
"Animal Assad would have been history!",
"Many dead including women and children in mindless CHEMICAL attack in Syria.",
"Area of atrocity is in lockdown and encircled by Syrian Army making it completely inaccessible to outside world.",
"President Putin Russia and Iran are responsible for backing Animal Assad.",
"Big price...",
"Lawmakers of the House Judiciary Committee are angrily accusing the Department of Justice of missing the Thursday Deadline for turning over UNREDACTED Documents relating to FISA abuse FBI Comey Lynch McCabe Clinton Emails and much more.",
"Slow walking - what is going on?",
"BAD!",
"China which is a great economic power is considered a Developing Nation within the World Trade Organization.",
"They therefore get tremendous perks and advantages especially over the U.S.",
"Does anybody think this is fair.",
"We were badly represented.",
"The WTO is unfair to U.S.",
"The Fake News Washington Post Amazon's "chief lobbyist" has another (of many) phony headlines "Trump Defiant As China Adds Trade Penalties."",
"WRONG!",
"Should read "Trump Defiant as U.S.",
"Adds Trade Penalties Will End Barriers And Massive  I.P.",
"Theft."",
"Typically bad reporting!",
"So sad that the Department of "Justice" and the FBI are slow walking or even not giving the unredacted documents requested by Congress.",
"An embarrassment to our country!",
"Governor Jerry "Moonbeam" Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2) Badly beating wife and threatening a crime with intent to terrorize (3) Dealing drugs.",
"Is this really what the great people of California want?",
"@FoxNews Because of the $700 &amp; $716 Billion Dollars gotten to rebuild our Military many jobs are created and our Military is again rich.",
"Building a great Border Wall with drugs (poison) and enemy combatants pouring into our Country is all about National Defense.",
"Build WALL through M!",
"Obama Administration legalized bump stocks.",
"BAD IDEA.",
"As I promised today the Department of Justice will issue the rule banning BUMP STOCKS with a mandated comment period.",
"We will BAN all devices that turn legal weapons into illegal machine guns.",
".....They can help solve problems with North Korea Syria Ukraine ISIS Iran and even the coming Arms Race.",
"Bush tried to get along but didn't have the "smarts."",
"Obama and Clinton tried but didn't have the energy or chemistry (remember RESET).",
"PEACE THROUGH STRENGTH!",
"I called President Putin of Russia to congratulate him on his election victory (in past Obama called him also).",
"The Fake News Media is crazed because they wanted me to excoriate him.",
"They are wrong!",
"Getting along with Russia (and others) is a good thing not a bad thing.......",
"Hundreds of good people including very important Ambassadors and Judges are being blocked and/or slow walked by the Democrats in the Senate.",
"Many important positions in Government are unfilled because of this obstruction.",
"Worst in U.S. history!",
"The Democrats continue to Obstruct the confirmation of hundreds of good and talented people who are needed to run our government...A record in U.S. history.",
"State Department Ambassadors and many others are being slow walked.",
"Senate must approve NOW!",
"The European Union wonderful countries who treat the U.S. very badly on trade are complaining about the tariffs on Steel &amp; Aluminum.",
"If they drop their horrific barriers &amp; tariffs on U.S. products going in we will likewise drop ours.",
"Big Deficit.",
"If not we Tax Cars etc.",
"FAIR!",
"We are deeply saddened by the tragic situation in Yountville and mourn the loss of three incredible women who cared for our Veterans.",
"From Bush 1 to present our Country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars.",
"Last year we had a Trade Deficit of almost 800 Billion Dollars.",
"Bad Policies &amp; Leadership.",
"Must WIN again!",
"#MAGA @MarkBurnettTV @RealRomaDowney From Bush 1 to present our Country has lost more than 55000 factories 6000000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars.",
"Last year we had a Trade Deficit of almost 800 Billion Dollars.",
"Bad policies &amp; leadership.",
"Must win again!",
"#MAGA We have large trade deficits with Mexico and Canada.",
"NAFTA which is under renegotiation right now has been a bad deal for U.S.A.",
"Massive relocation of companies &amp; jobs.",
"Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed.",
"Also Canada must..",
"When a country Taxes our products coming in at say 50% and we Tax the same product coming into our country at ZERO not fair or smart.",
"We will soon be starting RECIPROCAL TAXES so that we will charge the same thing as they charge us.",
"$800 Billion Trade Deficit-have no choice!",
"We must protect our country and our workers.",
"Our steel industry is in bad shape.",
"IF YOU DON'T HAVE STEEL YOU DON'T HAVE A COUNTRY!",
"Our Steel and Aluminum industries (and many others) have been decimated by decades of unfair trade and bad policy with countries from around the world.",
"We must not let our country companies and workers be taken advantage of any longer.",
"We want free fair and SMART TRADE!",
"Today in the center of this great Chamber lies Billy Graham - an Ambassador for Christ who reminded the world of the power of prayer and the gift of God's grace.",
"Armed Educators (and trusted people who work within a school) love our students and will protect them.",
"Very smart people.",
"Must be firearms adept &amp; have annual training.",
"Should get yearly bonus.",
"Shootings will not happen again - a big &amp; very inexpensive deterrent.",
"Up to States.",
"My daughter Ivanka just arrived in South Korea.",
"We cannot have a better or smarter person representing our country.",
""School shooting survivor says he quit @CNN Town Hall after refusing scripted question."",
"@TuckerCarlson.",
"Just like so much of CNN Fake News.",
"That's why their ratings are so bad!",
"MSNBC may be worse.",
"....immediately fire back if a savage sicko came to a school with bad intentions.",
"Highly trained teachers would also serve as a deterrent to the cowards that do this.",
"Far more assets at much less cost than guards.",
"A "gun free" school is a magnet for bad people.",
"ATTACKS WOULD END!",
"Bad ratings @CNN &amp; @MSNBC got scammed when they covered the anti-Trump Russia rally wall-to-wall.",
"They probably knew it was Fake News but because it was a rally against me they pushed it hard anyway.",
"Two really dishonest newscasters but the public is wise!",
"The Fake News of big ratings loser CNN.",
"If it was the GOAL of Russia to create discord disruption and chaos within the U.S. then with all of the Committee Hearings Investigations and Party hatred they have succeeded beyond their wildest dreams.",
"They are laughing their asses off in Moscow.",
"Get smart America!",
"Very sad that the FBI missed all of the many signals sent out by the Florida school shooter.",
"This is not acceptable.",
"They are spending too much time trying to prove Russian collusion with the Trump campaign - there is no collusion.",
"Get back to the basics and make us all proud!",
"Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned!",
"Republicans are still working hard.",
"So many signs that the Florida shooter was mentally disturbed even expelled from school for bad and erratic behavior.",
"Neighbors and classmates knew he was a big problem.",
"Must always report such instances to authorities again and again!",
"Rep. Lou Barletta a Great Republican from Pennsylvania who was one of my very earliest supporters will make a FANTASTIC Senator.",
"He is strong &amp; smart loves Pennsylvania &amp; loves our Country!",
"Voted for Tax Cuts unlike Bob Casey who listened to Tax Hikers Pelosi and Schumer!",
"Without more Republicans in Congress we were forced to increase spending on things we do not like or want in order to finally after many years of depletion take care of our Military.",
"Sadly we needed some Dem votes for passage.",
"Must elect more Republicans in 2018 Election!",
"The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.",
"Dems want to greatly raise taxes for really bad and non-personal medical care.",
"No thanks!",
"Thank you to Brandon Judd of the National Border Patrol Council for his strong statement on @foxandfriends that we very badly NEED THE WALL.",
"Must also end loophole of "catch &amp; release" and clean up the legal and other procedures at the border NOW for Safety &amp; Security reasons.",
"....The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a ridiculous $71 billion dollar trade surplus with the U.S.",
"The $20 billion dollar Wall is "peanuts" compared to what Mexico makes from the U.S. NAFTA is a bad joke!",
"The Democrats want to shut down the Government over Amnesty for all and Border Security.",
"The biggest loser will be our rapidly rebuilding Military at a time we need it more than ever.",
"We need a merit based system of immigration and we need it now!",
"No more dangerous Lottery.",
"I don't believe the Democrats really want to see a deal on DACA.",
"They are all talk and no action.",
"This is the time but day by day they are blowing the one great opportunity they have.",
"Too bad!",
"The Democrats are all talk and no action.",
"They are doing nothing to fix DACA.",
"Great opportunity missed.",
"Too bad!",
"Sadly Democrats want to stop paying our troops and government workers in order to give a sweetheart deal not a fair deal for DACA.",
"Take care of our Military and our Country FIRST!",
"....Because of the Democrats not being interested in life and safety DACA has now taken a big step backwards.",
"The Dems will threaten "shutdown" but what they are really doing is shutting down our military at a time we need it most.",
"Get smart MAKE AMERICA GREAT AGAIN!",
"....countries which are doing badly.",
"I want a merit based system of immigration and people who will help take our country to the next level.",
"I want safety and security for our people.",
"I want to stop the massive inflow of drugs.",
"I want to fund our military not do a Dem defund.... Reason I canceled my trip to London is that I am not a big fan of the Obama Administration having sold perhaps the best located and finest embassy in London for "peanuts" only to build a new one in an off location for 1.2 billion dollars.",
"Bad deal.",
"Wanted me to cut ribbon-NO!",
"With that being said I have personally directed the fix to the unmasking process since taking office and today's vote is about foreign surveillance of foreign bad guys on foreign land.",
"We need it!",
"Get smart!",
""House votes on controversial FISA ACT today."",
"This is the act that may have been used with the help of the discredited and phony Dossier to so badly surveil and abuse the Trump Campaign by the previous administration and others?",
"Today it was my great honor to sign a new Executive Order to ensure Veterans have the resources they need as they transition back to civilian life.",
"We must ensure that our HEROES are given the care and support they so richly deserve!",
"As our Country rapidly grows stronger and smarter I want to wish all of my friends supporters enemies haters and even the very dishonest Fake News Media a Happy and Healthy New Year.",
"2018 will be a great year for America!",
"Why would smart voters want to put Democrats in Congress in 2018 Election when their policies will totally kill the great wealth created during the months since the Election.",
"People are much better off now not to mention ISIS VA Judges Strong Border 2nd A Tax Cuts &amp; more?",
"Why is the United States Post Office which is losing many billions of dollars a year while charging Amazon and others so little to deliver their packages making Amazon richer and the Post Office dumber and poorer?",
"Should be charging MUCH MORE!",
"The Stock Market is setting record after record and unemployment is at a 17 year low.",
"So many things accomplished by the Trump Administration perhaps more than any other President in first year.",
"Sadly will never be reported correctly by the Fake News Media!",
""The President has accomplished some absolutely historic things during this past year."",
"Thank you Charlie Kirk of Turning Points USA.",
"Sadly the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews.",
"We are compiling a long &amp; beautiful list.",
"The Massive Tax Cuts which the Fake News Media is desperate to write badly about so as to please their Democrat bosses will soon be kicking in and will speak for themselves.",
"Companies are already making big payments to workers.",
"Dems want to raise taxes hate these big Cuts!",
"RT @RepKristiNoem: A lot of tough decisions got us to this point but we're closer than we've been in 30+ years to a fairer tax code that k...",
"The people of Alabama will do the right thing.",
"Doug Jones is Pro-Abortion weak on Crime Military and Illegal Immigration Bad for Gun Owners and Veterans and against the WALL.",
"Jones is a Pelosi/Schumer Puppet.",
"Roy Moore will always vote with us.",
"VOTE ROY MOORE!",
"Another false story this time in the Failing @nytimes that I watch 4-8 hours of television a day - Wrong!",
"Also I seldom if ever watch CNN or MSNBC both of which I consider Fake News.",
"I never watch Don Lemon who I once called the "dumbest man on television!"",
"Bad Reporting.",
"Getting closer and closer on the Tax Cut Bill.",
"Shaping up even better than projected.",
"House and Senate working very hard and smart.",
"End result will be not only important but SPECIAL!",
"GREAT EVENING last night in Pensacola Florida.",
"Arena was packed to the rafters the crowd was loud loving and really smart.",
"They definitely get what's going on.",
"Thank you Pensacola!",
"Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped as has incorrectly been reported but will be pursued and if anything substantially increased.",
"I will cut Regs but make penalties severe when caught cheating!",
"LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already.",
"The Pelosi/Schumer Puppet Jones would vote against us 100% of the time.",
"He's bad on Crime Life Border Vets Guns &amp; Military.",
"VOTE ROY MOORE!",
"People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended) should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",
"We are one step closer to delivering MASSIVE tax cuts for working families across America.",
"Special thanks to @SenateMajLdr Mitch McConnell and Chairman @SenOrrinHatch for shepherding our bill through the Senate.",
"Look forward to signing a final bill before Christmas!",
"Departing @JBA_NAFW for St. Charles Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!",
"RT @IvankaTrump: Thank you for the warm welcome.",
"I'm excited to be in Hyderabad India for #GES2017.",
"We should have a contest as to which of the Networks plus CNN and not including Fox is the most dishonest corrupt and/or distorted in its political coverage of your favorite President (me).",
"They are all bad.",
"Winner to receive the FAKE NEWS TROPHY!",
"I endorsed Luther Strange in the Alabama Primary.",
"He shot way up in the polls but it wasn't enough.",
"Can't let Schumer/Pelosi win this race.",
"Liberal Jones would be BAD!",
"The last thing we need in Alabama and the U.S. Senate is a Schumer/Pelosi puppet who is WEAK on Crime WEAK on the Border Bad for our Military and our great Vets Bad for our 2nd Amendment AND WANTS TO RAISES TAXES TO THE SKY.",
"Jones would be a disaster!",
"Will be calling the President of Egypt in a short while to discuss the tragic terrorist attack with so much loss of life.",
"We have to get TOUGHER AND SMARTER than ever before and we will.",
"Need the WALL need the BAN!",
"God bless the people of Egypt.",
"The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season.",
"That's almost as bad as kneeling!",
"When will the highly paid Commissioner finally get tough and smart?",
"This issue is killing your league!.....",
"It wasn't the White House it wasn't the State Department it wasn't father LaVar's so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME.",
"Too bad!",
"LaVar is just a poor man's version of Don King but without the hair.",
"Just think.. Border Patrol Officer killed at Southern Border another badly hurt.",
"We will seek out and bring to justice those responsible.",
"We will and must build the Wall!",
"Sen. Jeff Flake(y) who is unelectable in the Great State of Arizona (quit race anemic polls) was caught (purposely) on "mike" saying bad things about your favorite President.",
"He'll be a NO on tax cuts because his political career anyway is "toast."",
"Crooked Hillary Clinton is the worst (and biggest) loser of all time.",
"She just can't stop which is so good for the Republican Party.",
"Hillary get on with your life and give it another try in three years!",
"The Al Frankenstien picture is really bad speaks a thousand words.",
"Where do his hands go in pictures 2 3 4 5 &amp; 6 while she sleeps?",
".....",
"Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again.",
"...They should realize that these relationships are a good thing not a bad thing.",
"The U.S. is being respected again.",
"Watch Trade!",
"While in the Philippines I was forced to watch @CNN which I have not done in months and again realized how bad and FAKE it is.",
"Loser!",
"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing not a bad thing.",
"There always playing politics - bad for our country.",
"I want to solve North Korea Syria Ukraine terrorism and Russia can greatly help!",
"...Americans do what we do best: we pull together.",
"We join hands.",
"We lock arms and through the tears and the sadness we stand strong... ISIS just claimed the Degenerate Animal who killed and so badly wounded the wonderful people on the West Side was "their soldier."",
".....",
"The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch.",
"James Comey's leadership was a disaster!",
"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room.",
"He killed 8 people badly injured 12.",
"SHOULD GET DEATH PENALTY!",
"We are fighting hard for Merit Based immigration no more Democrat Lottery Systems.",
"We must get MUCH tougher (and smarter).",
"@foxandfriends ..."collusion" which doesn't exist.",
"The Dems are using this terrible (and bad for our country) Witch Hunt for evil politics but the R's...",
"While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close.",
"Sad!",
"Just read the nice remarks by President Jimmy Carter about me and how badly I am treated by the press (Fake News).",
"Thank you Mr. President!",
"Ed Gillespie will turn the really bad Virginia economy #'s around and fast.",
"Strong on crime he might even save our great statues/heritage!",
"Isn't it sad that lightweight Senator Bob Corker who couldn't get re-elected in the Great State of Tennessee will now fight Tax Cuts plus!",
"Bob Corker who helped President O give us the bad Iran Deal &amp; couldn't get elected dog catcher in Tennessee is now fighting Tax Cuts.... Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong.",
"Great Show!",
"Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof).",
"Sad!",
"Money pouring into Insurance Companies profits under the guise of ObamaCare is over.",
"They have made a fortune.Dems must get smart &amp; deal!",
"The wonderful people of Puerto Rico with their unmatched spirit know how bad things were before the H's.",
"I will always be with them!",
"Sadly they and others are Fake News and the public is just beginning to figure it out!",
"With all of the Fake News coming out of NBC and the Networks at what point is it appropriate to challenge their License?",
"Bad for country!",
"With Jemele Hill at the mike it is no wonder ESPN ratings have "tanked" in fact tanked so badly it is the talk of the industry!",
"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill.",
"ObamaCare is badly broken big premiums.",
"Who knows!",
"This week we came one step closer to reaching the goal of aligning the skills taught in our nation's classrooms with the jobs of the future.",
"Heading over to the @UN to meet with Ambassador @NikkiHaley and all of her great representatives!",
"#USA ...owed to Wall Street and the banks which sadly must be dealt with.",
"Food water and medical are top priorities - and doing well.",
"#FEMA Great solidarity for our National Anthem and for our Country.",
"Standing with locked arms is good kneeling is not acceptable.",
"Bad ratings!",
"Arizona had a 116% increase in ObamaCare premiums last year with deductibles very high.",
"Chuck Schumer sold John McCain a bill of goods.",
"Sad The greatest influence over our election was the Fake News Media "screaming" for Crooked Hillary Clinton.",
"Next she was a bad candidate!",
"Alabama is sooo lucky to have a candidate like "Big" Luther Strange.",
"Smart tough on crime borders &amp; trade loves Vets &amp; Military.",
"Tuesday!",
"I was saddened to see how bad the ratings were on the Emmys last night - the worst ever.",
"Smartest people of them all are the "DEPLORABLES."",
"I spoke with President Moon of South Korea last night.",
"Asked him how Rocket Man is doing.",
"Long gas lines forming in North Korea.",
"Too bad!",
"ESPN is paying a really big price for its politics (and bad programming).",
"People are dumping it in RECORD numbers.",
"Apologize for untruth!",
"Loser terrorists must be dealt with in a much tougher manner.The internet is their main recruitment tool which we must cut off &amp; use better!",
"Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard.",
"Must be proactive!",
"Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!",
"Looks like many anti-police agitators in Boston.",
"Police are looking tough and smart!",
"Thank you.",
"Steve Bannon will be a tough and smart new voice at @BreitbartNews...maybe even better than ever before.",
"Fake News needs the competition!",
"Sad to see the history and culture of our great country being ripped apart with the removal of our beautiful statues and monuments.",
"You..... Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!",
"Condolences to the family of the young woman killed today and best regards to all of those injured in Charlottesville Virginia.",
"So sad!",
"Am in Bedminster for meetings &amp; press conference on V.A.",
"&amp; all that we have done and are doing to make it better-but Charlottesville sad!",
"Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal.",
"He told stories about his Vietnam battles and....",
"Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!",
"... Supreme Court pick economic enthusiasm deregulation &amp; so much more have driven the Trump base even closer together.",
"Will never change!",
"RT @Bet22325450ste: @FoxBusiness @foxandfriends Come on America.",
"Get on the Trump Train.",
"The winners already have boarded!",
"The losers are w... ....8 Dems totally control the U.S. Senate.",
"Many great Republican bills will never pass like Kate's Law and complete Healthcare.",
"Get smart!",
"Senator @lisamurkowski of the Great State of Alaska really let the Republicans and our country down yesterday.",
"Too bad!",
"So many stories about me in the @washingtonpost are Fake News.",
"They are as bad as ratings challenged @CNN.",
"Lobbyist for Amazon and taxes?",
"The Amazon Washington Post fabricated the facts on my ending massive dangerous and wasteful payments to Syrian rebels fighting Assad.....",
"It's hard to read the Failing New York Times or the Amazon Washington Post because every story/opinion even if should be positive is bad!",
"It's very sad that Republicans even some that were carried over the line on my back do very little to protect their President.",
""Six months in - it is the hope of GROWTH that is making AmericaFOUR TRILLION DOLLARS RICHER."",
"-Stuart @VarneyCo The ABC/Washington Post Poll even though almost 40% is not bad at this time was just about the most inaccurate poll around election time!",
"My son Donald did a good job last night.",
"He was open transparent and innocent.",
"This is the greatest Witch Hunt in political history.",
"Sad!",
"The G 20 Summit was a great success for the U.S. - Explained that the U.S. must fix the many bad trade deals it has made.",
"Will get done!",
"Crazy Joe Scarborough and dumb as a rock Mika are not bad people but their low rated show is dominated by their NBC bosses.",
"Too bad!",
"Watched low rated @Morning_Joe for first time in long time.",
"FAKE NEWS.",
"He called me to stop a National Enquirer article.",
"I said no!",
"Bad show ...to Mar-a-Lago 3 nights in a row around New Year's Eve and insisted on joining me.",
"She was bleeding badly from a face-lift.",
"I said no!",
"I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore).",
"Then how come low I.Q.",
"Crazy Mika along with Psycho Joe came.. New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.",
"I certainly hope the Democrats do not force Nancy P out.",
"That would be very bad for the Republican Party - and please let Cryin' Chuck stay!",
"RT @seanhannity: #Hannity Starts in 30 minutes with @newtgingrich and my monologue on the Deep State's allies in the media After 7 months of investigations &amp; committee hearings about my "collusion with the Russians"  nobody has been able to show any proof.",
"Sad!",
"You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!",
"#MAGA Rep. Steve Scalise of Louisiana a true friend and patriot was badly injured but will fully recover.",
"Our thoughts and prayers are with him.",
"The Fake News Media has never been so wrong or so dirty.",
"Purposely incorrect stories and phony sources to meet their agenda of hate.",
"Sad!",
"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his "no reason to be alarmed" statement.",
"MSM is working hard to sell it!",
"@foxandfriends  Dems are taking forever to approve my people including Ambassadors.",
"They are nothing but OBSTRUCTIONISTS!",
"Want approvals.",
"We must stop being politically correct and get down to the business of security for our people.",
"If we don't get smart it will only get worse We need to be smart vigilant and tough.",
"We need the courts to give us back our rights.",
"We need the Travel Ban as an extra level of safety!",
"We have a MASSIVE trade deficit with Germany plus they pay FAR LESS than they should on NATO &amp; military.",
"Very bad for U.S.",
"This will change Watching Senator Richard Blumenthal speak of Comey is a joke.",
""Richie" devised one of the greatest military frauds in U.S. history.",
"For....",
"The Democrats have said some of the worst things about James Comey including the fact that he should be fired but now they play so sad!",
"Wowthe Fake News media did everything in its power to make the Republican Healthcare victory look as bad as possible.Far better than Ocare!",
"FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds!",
"The phony...",
"This month we celebrate the contributions of Asian Americans &amp; Pacific Islanders that enrich our Nation.",
"North Korea disrespected the wishes of China &amp; its highly respected President when it launched though unsuccessfully a missile today.",
"Bad!",
"Democrats are trying to bail out insurance companies from disastrous #ObamaCare and Puerto Rico with your tax dollars.",
"Sad!",
"The U.S. recorded its slowest economic growth in five years (2016).",
"GDP up only 1.6%.",
"Trade deficits hurt the economy very badly.",
"Eventually but at a later date so we can get started early Mexico will be paying in some form for the badly needed border wall.",
"The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.",
"Republicans must get out today and VOTE in Georgia 6.",
"Force runoff and easy win!",
